x,y,u,v
0,0,-5.013644695281982,19.475407898426056
0,1,-5.705058574676514,19.381530582904816
0,2,-6.797909736633301,19.382014870643616
0,3,-7.411260157823563,19.456781446933746
0,4,-7.762126624584198,19.59417015314102
0,5,-7.84803181886673,19.784942269325256
0,6,-7.414482533931732,20.016096532344818
0,7,-6.295889616012573,20.281150937080383
0,8,-4.516877233982086,20.579732954502106
0,9,-2.248454838991165,20.915865898132324
0,10,0.2386048436164856,21.296702325344086
0,11,2.620592713356018,21.730661392211914
0,12,4.567429423332214,22.226795554161072
0,13,5.7893432676792145,22.792667150497437
0,14,6.083715707063675,23.434124886989594
0,15,5.381591618061066,24.153850972652435
0,16,3.7943944334983826,24.949945509433746
0,17,1.6607344150543213,25.815851986408234
0,18,-0.40687620639801025,26.73909068107605
0,19,-1.7356127500534058,27.700550854206085
0,20,-3.0508264899253845,28.679221868515015
0,21,-5.402565002441406,29.669851064682007
0,22,-8.318834006786346,30.63410520553589
0,23,-10.946262627840042,31.50172531604767
0,24,-12.723952531814575,32.19235688447952
0,25,-13.34451138973236,32.632797956466675
0,26,-12.713037431240082,32.770149409770966
0,27,-10.906010866165161,32.5804203748703
0,28,-8.130297064781189,32.07262605428696
0,29,-4.682503640651703,31.288452446460724
0,30,-0.9073503315448761,30.296891927719116
0,31,2.8429366648197174,29.18638288974762
0,32,6.249528378248215,28.04931253194809
0,33,9.068548679351807,26.965364813804626
0,34,11.171288788318634,25.97823739051819
0,35,12.517571449279785,25.06852149963379
0,36,12.994185090065002,24.100057780742645
0,37,12.48229295015335,22.893473505973816
0,38,11.034160852432251,21.386966109275818
0,39,8.841268718242645,19.616633653640747
0,40,6.188042461872101,17.68365502357483
0,41,3.4133531153202057,15.72445034980774
0,42,0.8727237582206726,13.886354863643646
0,43,-1.0998919606208801,12.307316064834595
0,44,-2.230200916528702,11.099837720394135
0,45,-2.3413822054862976,10.339803993701935
0,46,-1.3925135135650635,10.059438645839691
0,47,0.4835985600948334,10.245107114315033
0,48,2.942141145467758,10.838881134986877
0,49,5.388632416725159,11.745132505893707
0,50,7.0021674036979675,12.84189522266388
0,51,7.7238306403160095,14.01115208864212
0,52,8.413828909397125,15.370547771453857
0,53,9.37310978770256,17.12936908006668
0,54,10.297875851392746,19.37486231327057
0,55,10.940376669168472,22.09443598985672
0,56,11.125504970550537,25.20240843296051
0,57,10.746624320745468,28.563886880874634
0,58,9.760688990354538,32.01726824045181
0,59,8.184518665075302,35.39286553859711
0,60,6.090216338634491,38.5308638215065
0,61,3.6005116999149323,41.29543900489807
0,62,0.8848495781421661,43.58701407909393
0,63,-1.845192164182663,45.352280139923096
0,64,-4.340056329965591,46.592019498348236
0,65,-6.316825747489929,47.365836799144745
