x,y,u,v
0,0,-6.790347397327423,13.668499886989594
0,1,-6.128661334514618,14.545805752277374
0,2,-4.561617970466614,15.698336064815521
0,3,-2.651754766702652,17.01369881629944
0,4,-0.7106922566890717,18.36877316236496
0,5,0.9299628436565399,19.64569091796875
0,6,1.9687041640281677,20.743831992149353
0,7,2.1837465465068817,21.590329706668854
0,8,1.482982188463211,22.145621478557587
0,9,-0.04595145583152771,22.40639179944992
0,10,-2.0861253142356873,22.405683994293213
0,11,-4.0411576628685,22.2092866897583
0,12,-5.241651087999344,21.908916532993317
0,13,-6.070602685213089,21.53996378183365
0,14,-7.162764668464661,20.843595266342163
0,15,-8.17231833934784,19.637160003185272
0,16,-8.618924766778946,17.905235290527344
0,17,-8.252114057540894,15.747621655464172
0,18,-7.010102272033691,13.333708047866821
0,19,-4.978850483894348,10.865256190299988
0,20,-2.35140323638916,8.543059229850769
0,21,0.6137415766716003,6.542801856994629
0,22,3.6331266164779663,4.996359348297119
0,23,6.4393505454063416,3.9792805910110474
0,24,8.822344243526459,3.506094217300415
0,25,10.670311748981476,3.5312771797180176
0,26,12.010671198368073,3.957599401473999
0,27,13.0498968064785,4.651099443435669
0,28,14.060437679290771,5.462467670440674
0,29,14.949832111597061,6.332956254482269
0,30,15.317052602767944,7.318146526813507
0,31,14.89926129579544,8.42902809381485
0,32,13.637933880090714,9.636655449867249
0,33,11.631827801465988,10.89043915271759
0,34,9.09527763724327,12.13323324918747
0,35,6.316583603620529,13.313181698322296
0,36,3.6159157752990723,14.392100274562836
0,37,1.3031624257564545,15.35113900899887
0,38,-0.363420695066452,16.191937029361725
0,39,-1.219138503074646,16.935504972934723
0,40,-1.23513862490654,17.61753112077713
0,41,-0.5599483847618103,18.280111253261566
0,42,0.43857842683792114,18.96042376756668
0,43,1.1353753507137299,19.67553049325943
0,44,0.8394196629524231,20.422451198101044
0,45,-0.6216578185558319,21.325312554836273
0,46,-2.877935767173767,22.52008765935898
0,47,-5.505643784999847,24.04075115919113
0,48,-8.161831647157669,25.846771895885468
0,49,-10.580923408269882,27.848444879055023
0,50,-12.57011666893959,29.929280281066895
0,51,-14.004837721586227,31.964778900146484
0,52,-14.824606478214264,33.837780356407166
0,53,-15.028584748506546,35.45030951499939
0,54,-14.670472592115402,36.7312878370285
0,55,-13.855043798685074,37.64275461435318
0,56,-12.73302361369133,38.17964345216751
0,57,-11.49674877524376,38.369446992874146
0,58,-10.376088321208954,38.264915347099304
0,59,-9.74223017692566,37.936195731163025
0,60,-10.093674063682556,37.446022033691406
0,61,-11.265240609645844,36.82337701320648
0,62,-12.44470477104187,36.11341118812561
0,63,-12.988336384296417,35.37319600582123
0,64,-12.528672814369202,34.65987741947174
0,65,-10.930821299552917,34.01897847652435
0,66,-8.247941732406616,33.47836434841156
0,67,-4.677772521972656,33.043473958969116
0,68,-0.5185231566429138,32.6971709728241
0,69,3.8753077387809753,32.40212798118591
0,70,8.136667311191559,32.10581839084625
0,71,11.930353939533234,31.74997866153717
0,72,14.99611884355545,31.282231211662292
0,73,17.19363033771515,30.670613050460815
0,74,18.53562891483307,29.923096299171448
0,75,18.87064427137375,29.10129725933075
0,76,17.80793070793152,28.13965082168579
0,77,15.403944998979568,26.857852935791016
0,78,12.16081902384758,25.21354705095291
0,79,8.556991815567017,23.271627724170685
0,80,5.0094351172447205,21.161772310733795
0,81,1.8656812608242035,19.042491912841797
0,82,-0.6044283509254456,17.07218587398529
0,83,-2.216920256614685,15.387162566184998
0,84,-2.8816238045692444,14.086030423641205
0,85,-2.6106275618076324,13.221167027950287
0,86,-1.5259534120559692,12.796968221664429
0,87,0.13167038559913635,12.775212526321411
0,88,1.9951537251472473,13.086088001728058
0,89,3.562960773706436,13.647563755512238
0,90,4.30665910243988,14.390461146831512
0,91,4.478860646486282,15.27450978755951
0,92,4.70627099275589,16.18035137653351
0,93,4.965327680110931,16.914792358875275
0,94,5.0310418009758,17.28631556034088
0,95,4.831813275814056,17.139501869678497
0,96,4.415679723024368,16.380883753299713
0,97,3.9137713611125946,14.99425619840622
0,98,3.5038962960243225,13.046637177467346
0,99,3.3460184931755066,10.68364828824997
1,0,-7.667653262615204,12.568198144435883
1,1,-7.143579423427582,13.537611812353134
1,2,-5.795564502477646,14.794152230024338
1,3,-3.986973315477371,16.212649643421173
1,4,-2.0266883075237274,17.657019197940826
1,5,-0.25756657123565674,18.99806782603264
1,6,0.9963847696781158,20.127277821302414
1,7,1.482851803302765,20.96744254231453
1,8,1.0749511420726776,21.478645503520966
1,9,-0.17598271369934082,21.6616690158844
1,10,-1.9875727593898773,21.55659720301628
1,11,-3.7927739322185516,21.238215267658234
1,12,-4.906989634037018,20.807776600122452
1,13,-5.537942051887512,20.306091755628586
1,14,-6.211362779140472,19.47164535522461
1,15,-6.70313835144043,18.126610666513443
1,16,-6.674155592918396,16.268007457256317
1,17,-5.966350436210632,14.010928571224213
1,18,-4.568919539451599,11.539533734321594
1,19,-2.583526074886322,9.065568447113037
1,20,-0.1901760697364807,6.794892251491547
1,21,2.3870915174484253,4.901029169559479
1,22,4.914887249469757,3.5069510340690613
1,23,7.184483110904694,2.674087882041931
1,24,9.046345949172974,2.3990869522094727
1,25,10.444559156894684,2.6183947920799255
1,26,11.450760066509247,3.2202526926994324
1,27,12.297462671995163,4.064328968524933
1,28,13.219509273767471,5.010198801755905
1,29,14.021992683410645,6.022602319717407
1,30,14.269016683101654,7.174983620643616
1,31,13.74000683426857,8.483361452817917
1,32,12.407228350639343,9.914226830005646
1,33,10.383538901805878,11.406727135181427
1,34,7.883906364440918,12.890398502349854
1,35,5.187150090932846,14.299619942903519
1,36,2.596937119960785,15.583857893943787
1,37,0.4032440483570099,16.71465113759041
1,38,-1.155603677034378,17.6878459751606
1,39,-1.9319355487823486,18.52313056588173
1,40,-1.9074417650699615,19.25881952047348
1,41,-1.2313947081565857,19.943583756685257
1,42,-0.25913119316101074,20.623542368412018
1,43,0.40436163544654846,21.32618799805641
1,44,0.014528632164001465,22.05638214945793
1,45,-1.6704760491847992,22.927746176719666
1,46,-4.235655069351196,24.057216942310333
1,47,-7.168985903263092,25.464221835136414
1,48,-10.065678507089615,27.09941938519478
1,49,-12.622177600860596,28.87073904275894
1,50,-14.628283679485321,30.665621161460876
1,51,-15.959087759256363,32.369568943977356
1,52,-16.567371785640717,33.88034179806709
1,53,-16.475338488817215,35.11860966682434
1,54,-15.766695141792297,36.03406250476837
1,55,-14.579221606254578,36.608148366212845
1,56,-13.096369802951813,36.852601915597916
1,57,-11.539384722709656,36.804117262363434
1,58,-10.159462690353394,36.51447594165802
1,59,-9.33278352022171,36.037713289260864
1,60,-9.537264704704285,35.41063517332077
1,61,-10.598935186862946,34.66017544269562
1,62,-11.719614267349243,33.83804112672806
1,63,-12.261569499969482,33.0096110701561
1,64,-11.851564049720764,32.23873674869537
1,65,-10.340064764022827,31.575821340084076
1,66,-7.760189473628998,31.049996614456177
1,67,-4.287175834178925,30.664391815662384
1,68,-0.19785016775131226,30.395835638046265
1,69,4.1709840297698975,30.197277665138245
1,70,8.46274197101593,30.00497817993164
1,71,12.342147529125214,29.748305678367615
1,72,15.535801649093628,29.364153742790222
1,73,17.87319779396057,28.813965618610382
1,74,19.320286810398102,28.105825185775757
1,75,19.762367010116577,27.311518788337708
1,76,18.929652869701385,26.368089020252228
1,77,16.86699688434601,25.087855756282806
1,78,13.953931629657745,23.432914167642593
1,79,10.582879185676575,21.480005234479904
1,80,7.124003022909164,19.3740613758564
1,81,3.910474479198456,17.287731170654297
1,82,1.223236322402954,15.390049666166306
1,83,-0.7238425314426422,13.82235437631607
1,84,-1.798626035451889,12.68196851015091
1,85,-1.9660964608192444,12.013856321573257
1,86,-1.3029761612415314,11.80991530418396
1,87,-0.012889504432678223,12.016184628009796
1,88,1.558978110551834,12.54744827747345
1,89,2.910774201154709,13.310238718986511
1,90,3.4931860864162445,14.233123511075974
1,91,3.5839155316352844,15.288908034563065
1,92,3.886129707098007,16.378536820411682
1,93,4.412345588207245,17.312057316303253
1,94,4.918687045574188,17.88489520549774
1,95,5.2845291793346405,17.921142280101776
1,96,5.488302558660507,17.305314540863037
1,97,5.580894649028778,16.00278541445732
1,98,5.6592002511024475,14.069247990846634
1,99,5.709007382392883,11.648107320070267
2,0,-8.729174733161926,10.297410190105438
2,1,-8.354615420103073,11.395532637834549
2,2,-7.236655801534653,12.791156768798828
2,3,-5.514621734619141,14.338530600070953
2,4,-3.496110439300537,15.881787985563278
2,5,-1.5402957797050476,17.27534458041191
2,6,-0.0006705522537231445,18.400084227323532
2,7,0.8323788642883301,19.17462795972824
2,8,0.7887557148933411,19.56181600689888
2,9,-0.12390315532684326,19.570980221033096
2,10,-1.6626715660095215,19.25526186823845
2,11,-3.2923370599746704,18.704421818256378
2,12,-4.309527575969696,18.033161759376526
2,13,-4.734471440315247,17.29018986225128
2,14,-4.983283579349518,16.22091978788376
2,15,-4.968680441379547,14.667659997940063
2,16,-4.503242671489716,12.654364109039307
2,17,-3.5236403346061707,10.323189198970795
2,18,-2.064742147922516,7.87932425737381
2,19,-0.23420900106430054,5.545429885387421
2,20,1.8131360411643982,3.5259127616882324
2,21,3.9016827940940857,1.980029046535492
2,22,5.860067903995514,1.0046735405921936
2,23,7.54721462726593,0.626780092716217
2,24,8.878037333488464,0.8042529225349426
2,25,9.849146008491516,1.4374777674674988
2,26,10.564737021923065,2.389177680015564
2,27,11.259950697422028,3.5142898559570312
2,28,12.102164328098297,4.699863493442535
2,29,12.78504729270935,5.961805582046509
2,30,12.856293469667435,7.4014440178871155
2,31,12.16001808643341,9.040497243404388
2,32,10.714568197727203,10.83672046661377
2,33,8.65565612912178,12.711379677057266
2,34,6.202384829521179,14.572478830814362
2,35,3.623124212026596,16.332585364580154
2,36,1.2008845806121826,17.922688275575638
2,37,-0.8008256554603577,19.300691783428192
2,38,-2.171900123357773,20.45588567852974
2,39,-2.7901120483875275,21.408218890428543
2,40,-2.6555918157100677,22.20291644334793
2,41,-1.924671232700348,22.900830954313278
2,42,-0.9440258145332336,23.563597351312637
2,43,-0.29746443033218384,24.23444762825966
2,44,-0.7621385157108307,24.927034974098206
2,45,-2.6224926114082336,25.730282068252563
