x,y,u,v
0,0,-7.5038522481918335,18.70017498731613
0,1,-7.541123777627945,18.39950680732727
0,2,-7.2794221341609955,18.21894198656082
0,3,-6.331130862236023,18.17014068365097
0,4,-4.7478266060352325,18.25094223022461
0,5,-2.7179159224033356,18.449537456035614
0,6,-0.5204044282436371,18.74711364507675
0,7,1.521669328212738,19.121207296848297
0,8,3.0872225761413574,19.548237323760986
0,9,3.903750330209732,20.005367696285248
0,10,3.7936680018901825,20.472444593906403
0,11,2.7203746140003204,20.93389630317688
0,12,0.8351542055606842,21.379515528678894
0,13,-1.4769472181797028,21.80546522140503
0,14,-3.5507604479789734,22.214986383914948
0,15,-4.81434166431427,22.618472576141357
0,16,-6.071832031011581,22.992677986621857
0,17,-8.089691400527954,23.187436163425446
0,18,-10.227039456367493,23.088939487934113
0,19,-11.765994131565094,22.6525217294693
0,20,-12.288074940443039,21.88846468925476
0,21,-11.625438928604126,20.847953855991364
0,22,-9.81248915195465,19.610747694969177
0,23,-7.037222385406494,18.272623419761658
0,24,-3.5928748548030853,16.935020685195923
0,25,0.17073005437850952,15.693418681621552
0,26,3.8959644734859467,14.62988555431366
0,27,7.265321910381317,13.802647590637207
0,28,10.05047932267189,13.239309191703796
0,29,12.160725891590118,12.929961085319519
0,30,13.69057223200798,12.820549309253693
0,31,14.8695707321167,12.809038162231445
0,32,15.702378004789352,12.776479125022888
0,33,15.900712460279465,12.648440897464752
0,34,15.247371047735214,12.387000024318695
0,35,13.725925236940384,11.983439326286316
0,36,11.479686945676804,11.455640196800232
0,37,8.765608072280884,10.841339826583862
0,38,5.908980965614319,10.19395887851715
0,39,3.257486969232559,9.576193988323212
0,40,1.1358782649040222,9.05405730009079
0,41,-0.19997358322143555,8.69009643793106
0,42,-0.6082281470298767,8.536092936992645
0,43,-0.10700896382331848,8.62613320350647
0,44,1.0798871517181396,8.968375623226166
0,45,2.4774856865406036,9.536445140838623
0,46,3.369078040122986,10.261088609695435
0,47,3.3712200820446014,11.057369410991669
0,48,2.7144886553287506,12.080520391464233
0,49,1.6737356781959534,13.531334698200226
0,50,0.3816746175289154,15.501193702220917
0,51,-1.047234982252121,17.990916967391968
0,52,-2.5150366127490997,20.929425954818726
0,53,-3.940034657716751,24.19307827949524
0,54,-5.256831645965576,27.62366086244583
0,55,-6.415862590074539,31.045489013195038
0,56,-7.383301854133606,34.282952547073364
