x,y,u,v
0,0,-7.3298439383506775,16.40625298023224
0,1,-7.03001394867897,16.426295042037964
0,2,-6.085764616727829,16.686245799064636
0,3,-4.528108984231949,17.164573073387146
0,4,-2.561863511800766,17.815306782722473
0,5,-0.47501176595687866,18.57895404100418
0,6,1.4077499508857727,19.391067326068878
0,7,2.772100269794464,20.19006758928299
0,8,3.3611059188842773,20.92324197292328
0,9,3.0218996107578278,21.551549434661865
0,10,1.752655953168869,22.052638232707977
0,11,-0.25058165192604065,22.422857582569122
0,12,-2.5469623506069183,22.67785370349884
0,13,-4.409719258546829,22.850893437862396
0,14,-5.521867424249649,22.99029380083084
0,15,-6.77064061164856,23.035593330860138
0,16,-8.56250524520874,22.768937051296234
0,17,-10.185390710830688,22.075660526752472
0,18,-11.077579110860825,20.944364368915558
0,19,-11.288970708847046,19.439049065113068
1,0,-7.349886000156403,15.447475016117096
1,1,-7.170010358095169,15.543103218078613
1,2,-6.45490363240242,15.92470332980156
1,3,-5.092639476060867,16.562286764383316
1,4,-3.2690539956092834,17.39492639899254
1,5,-1.2628920376300812,18.34506168961525
1,6,0.6021931767463684,19.329991191625595
1,7,2.006012946367264,20.27161419391632
1,8,2.6803649961948395,21.10462635755539
1,9,2.4572014808654785,21.78207039833069
1,10,1.3170018792152405,22.27943390607834
1,11,-0.5631893873214722,22.596605122089386
1,12,-2.7609802782535553,22.75761216878891
1,13,-4.56593930721283,22.809095680713654
1,14,-5.61421737074852,22.814609110355377
1,15,-6.659962236881256,22.71292731165886
1,16,-8.082538843154907,22.264886647462845
1,17,-9.27310436964035,21.35157585144043
1,18,-9.759273380041122,19.972864538431168
1,19,-9.783655405044556,18.21214333176613
2,0,-7.521100342273712,13.362374156713486
2,1,-7.507242262363434,13.59814777970314
2,2,-7.104948163032532,14.20293003320694
2,3,-5.998332053422928,15.12983813881874
2,4,-4.3446384370327,16.289595514535904
2,5,-2.4100765585899353,17.57044345140457
2,6,-0.5188025534152985,18.855612725019455
2,7,0.9974651038646698,20.037032663822174
2,8,1.8506497144699097,21.02687954902649
2,9,1.8470920622348785,21.765101701021194
2,10,0.9381212294101715,22.22476527094841
2,11,-0.7287599146366119,22.413581609725952
2,12,-2.759452909231186,22.372975945472717
2,13,-4.4667162001132965,22.173933684825897
2,14,-5.425699055194855,21.907947957515717
2,15,-6.220918148756027,21.513979882001877
2,16,-7.201153784990311,20.720288157463074
2,17,-7.893368601799011,19.406918436288834
2,18,-7.938146591186523,17.59808510541916
2,19,-7.767528295516968,15.414804220199585
3,0,-7.821433246135712,11.016204953193665
3,1,-8.010566234588623,11.359229683876038
3,2,-7.986593991518021,12.129489332437515
3,3,-7.1793049573898315,13.264864683151245
3,4,-5.709659308195114,14.652106910943985
3,5,-3.828909248113632,16.15181565284729
3,6,-1.8643960356712341,17.620977014303207
3,7,-0.1652538776397705,18.92959699034691
3,8,0.9522959589958191,19.974783062934875
3,9,1.2593157589435577,20.689573138952255
3,10,0.6685219705104828,21.04872837662697
3,11,-0.7114000618457794,21.069683134555817
3,12,-2.5213323533535004,20.809993147850037
3,13,-4.100911319255829,20.360033959150314
3,14,-4.9542635679244995,19.831042736768723
3,15,-5.472302436828613,19.165296107530594
3,16,-5.975477397441864,18.08345317840576
3,17,-6.1509013175964355,16.478896141052246
3,18,-5.767159163951874,14.403164386749268
3,19,-5.417093634605408,12.009218335151672
4,0,-8.207149803638458,8.604396134614944
4,1,-8.620526641607285,9.004902094602585
4,2,-9.01058316230774,9.856875985860825
4,3,-8.520949631929398,11.086072772741318
4,4,-7.2315894067287445,12.562703341245651
4,5,-5.378946661949158,14.130659401416779
4,6,-3.296583890914917,15.6320258975029
4,7,-1.3563409447669983,16.926489770412445
4,8,0.09067356586456299,17.905905842781067
4,9,0.7731467485427856,18.50418746471405
4,10,0.5580112338066101,18.702205270528793
4,11,-0.4900246858596802,18.528085201978683
4,12,-2.0498037338256836,18.051788210868835
4,13,-3.4877657890319824,17.376281321048737
4,14,-4.230961203575134,16.620606184005737
4,15,-4.473328590393066,15.733987092971802
4,16,-4.514753818511963,14.457516372203827
4,17,-4.213079810142517,12.71229237318039
4,18,-3.4684687852859497,10.577552020549774
4,19,-2.9796361923217773,8.228011429309845
5,0,-8.622445166110992,6.393026560544968
5,1,-9.263046085834503,6.794389337301254
5,2,-10.067764669656754,7.633771747350693
5,3,-9.885132312774658,8.829440921545029
5,4,-8.754245936870575,10.244771838188171
5,5,-6.89823180437088,11.719465255737305
5,6,-4.660226404666901,13.093911111354828
5,7,-2.4391338229179382,14.230124652385712
5,8,-0.6254017353057861,15.025287866592407
5,9,0.4630163311958313,15.422143042087555
5,10,0.6446242332458496,15.411488711833954
5,11,-0.06098300218582153,15.031620860099792
5,12,-1.3695284724235535,14.360733330249786
5,13,-2.6697292923927307,13.505145907402039
5,14,-3.3119693398475647,12.57963478565216
5,15,-3.309212625026703,11.543221771717072
5,16,-2.9537826776504517,10.183118283748627
5,17,-2.270936965942383,8.460171520709991
5,18,-1.2828782200813293,6.4782798290252686
5,19,-0.7180124521255493,4.421956837177277
6,0,-9.009875357151031,4.672035574913025
6,1,-9.86127182841301,5.018487572669983
6,2,-11.045634746551514,5.753599107265472
6,3,-11.131949722766876,6.793513894081116
6,4,-10.12161374092102,8.005313575267792
6,5,-8.228085935115814,9.236745536327362
6,6,-5.807243287563324,10.340139269828796
